student_id,total_submissions,avg_testcase_passed,max_testcase_passed,min_testcase_passed,scored_submissions,late_submissions,success_rate,scored_to_total_ratio,testcase_range,total_testcases_passed,CK,diemqt,TBTL,TH
0bd2037bf68a97753e5e67ab55dac026a649f279,220,4550.186363636363,10000,0,54,0,20.6826652892562,0.2454545454545454,10000,14550.186363636363,1.0,6,8.17,4.5
83e4ca230ab9b35d221d09d335850af44966b772,3,1153.6666666666667,3461,0,1,0,384.5555555555556,0.3333333333333333,3461,4614.666666666667,6.0,6.5,6.75,3.5
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,117,1771.3162393162393,10000,0,23,0,15.139455036890936,0.1965811965811965,10000,11771.316239316238,2.0,4.5,7.7,1
67d64015616b9e7f49e213890b7b93a2f8796f07,455,5525.178021978022,10000,0,118,0,12.143248399951696,0.2593406593406593,10000,15525.178021978025,7.5,9,8.69,9
18fc5492e3a88861f35c23bbb2805f724c1a135a,140,5629.9,10000,0,46,11,40.21357142857143,0.3285714285714285,10000,15629.9,7.0,9,7.8,8
60c257442a0ef9aa6eb039f58c40be980bfe58b7,334,3278.688622754491,10000,0,64,0,9.816433002258956,0.1916167664670658,10000,13278.688622754493,2.5,10,7.71,7
4cd092562ee4a06eb01e8bd1e9cb7e169fc38c92,268,5798.962686567164,10000,0,75,19,21.63792047226553,0.2798507462686567,10000,15798.962686567163,7.5,9.5,9.35,9.5
40d6052a7ccec94dae8348e5249381afabbbc985,154,5277.577922077922,10000,0,68,0,34.269986506999494,0.4415584415584415,10000,15277.577922077922,4.0,9,7.13,8.5
020f253c343856ea875e959023e79fb1d4d9c0a3,3,5619.0,10000,0,2,0,1873.0,0.6666666666666666,10000,15619.0,8.0,10,8.8,10
139aa923bf965f373c678ba8c10f500d78269e20,260,5863.392307692307,10000,0,78,0,22.551508875739643,0.3,10000,15863.392307692307,8.0,10,8.52,10
1e09b1a5541a443716e68239b181fc116425a9b2,105,6355.114285714286,10000,0,58,0,60.52489795918368,0.5523809523809524,10000,16355.114285714286,5.5,5,7.25,8
6c374b4a75105783a809e8b6ba468da3200d0c1a,129,6251.635658914729,10000,0,61,0,48.46229192957154,0.4728682170542636,10000,16251.635658914727,5.5,9.5,8.3,6.5
57b547211651511366a63249605b9b9f4a9c3e9c,357,4509.187675070028,10000,0,90,0,12.630777801316604,0.2521008403361344,10000,14509.187675070028,4.0,8.5,7.56,4
1cb262ad711450f9a6a0f5cf786788b17d2d481a,322,4403.086956521739,10000,0,112,0,13.67418309478801,0.3478260869565217,10000,14403.08695652174,4.0,7,8.14,5
0c67423aa82630d4406e9477bb7462db4df09c4d,439,4412.510250569476,10000,0,69,2,10.051276197196984,0.1571753986332574,10000,14412.510250569476,10.0,8,9.07,10
701f03bc7072ef7b0114a4769bc8955e5e5c9af2,47,1702.127659574468,10000,0,10,0,36.2154821186057,0.2127659574468085,10000,11702.127659574468,6.0,10,8.32,8
7985b1dc9dd0dab814afa417245073d1d74f85ea,263,3271.927756653992,10000,0,61,0,12.440789949254723,0.2319391634980988,10000,13271.927756653991,1.0,9,7.72,5
448866b737d07d7d184e7c1111b8f50d1b8fe91b,104,4696.951923076923,10000,0,48,0,45.16299926035503,0.4615384615384615,10000,14696.951923076922,7.0,7,7.42,5
62cf219990f892f13b18fb0ec1f08a2aebdae0ad,128,6400.5390625,10000,0,59,0,50.00421142578125,0.4609375,10000,16400.5390625,5.5,5.5,7.74,9
47e01709f5df0b8793de34e70e8ddd9f8aa16d60,318,5051.327044025157,10000,0,102,0,15.88467623907282,0.320754716981132,10000,15051.327044025158,3.5,8.5,6.91,5
1abf62f1e76bc5ac164061cff2a8171d6b6de657,749,2747.838451268358,10000,0,127,0,3.668676169917701,0.1695594125500667,10000,12747.83845126836,0.5,7,7.44,5
78d8860538c6853a9c13a0c232dadcfa0d516f08,184,6939.217391304348,10000,0,101,0,37.71313799621928,0.5489130434782609,10000,16939.217391304348,6.5,9,7.77,9.5
64bb0d71f782349bd0bce3ba44cf9b454bd46cfd,559,3089.2862254025044,10000,0,62,0,5.5264512082334605,0.110912343470483,10000,13089.286225402504,6.0,9.5,7.84,5
454c509567c0f19453009731315e3db245a8c756,278,4712.413669064748,10000,0,98,0,16.951128305988302,0.3525179856115107,10000,14712.413669064748,6.0,10,8.12,5
